,Date,Dead,Description,Injured,Location,Total,dt,Suspects Dead,Suspects Injured,Year,Month,Day,City,State,loc,loc_name,loc_coords,lat,long,wrapped_descr,Location_
88,"February 3–12, 2013",5,"Christopher Dorner shootings and manhunt: A man travelled across three counties during nine days, killing four people and injuring others. Four more people were injured by police. The man then died during a standoff with officers.[100]",7,"Orange, Los Angeles and Riverside counties, California",12,2013-02-03,1,0,2013,2,3,Orange, California,"Orange County, California, United States of America","Orange County, California, United States of America","(33.7500378, -117.8704931)",33.7500378,-117.8704931,"Christopher Dorner
shootings and
manhunt: A man
travelled across
three counties
during nine days,
killing four people
and injuring others.
Four more people
were injured by
police. The man then
died during a
standoff with
officers.[100]","Orange, California"
89,"January 19, 2013",5,2013 South Valley homicides: A fifteen-year-old is suspected of killing his parents and three siblings in their home. He was arrested by police.[101],0,"South Valley, New Mexico",5,2013-01-19,0,0,2013,1,19,South Valley, New Mexico,"South Valley, Bernalillo County, New Mexico, USA","South Valley, Bernalillo County, New Mexico, USA","(35.0100487, -106.6780809)",35.0100487,-106.6780809,"2013 South Valley
homicides: A
fifteen-year-old is
suspected of killing
his parents and
three siblings in
their home. He was
arrested by
police.[101]","South Valley, New Mexico"
90,"December 24, 2012",4,"2012 Webster shooting: A man set fire to his home and the family car before opening fire on responding firefighters, two were killed and three wounded before he committed suicide, a fourth body was found in the house.[102]",3,"Webster, New York",7,2012-12-24,1,0,2012,12,24,Webster, New York,"Webster, Webster Town, Monroe County, New York, WEST MAIN STREET, USA","Webster, Webster Town, Monroe County, New York, WEST MAIN STREET, USA","(43.212285, -77.429994)",43.212285,-77.429994,"2012 Webster
shooting: A man set
fire to his home and
the family car
before opening fire
on responding
firefighters, two
were killed and
three wounded before
he committed
suicide, a fourth
body was found in
the house.[102]","Webster, New York"
91,"December 14, 2012",28,"Sandy Hook Elementary School (2012): A 20-year old killed his mother before shooting and killing twenty children and six adults at Sandy Hook Elementary School in Newton, Connecticut. He then committed suicide.",2,"Newtown, Connecticut",30,2012-12-14,1,0,2012,12,14,Newtown, Connecticut,"Newtown, Fairfield, Connecticut, USA","Newtown, Fairfield, Connecticut, USA","(41.4134764, -73.3086445)",41.4134764,-73.3086445,"Sandy Hook
Elementary School
(2012): A 20-year
old killed his
mother before
shooting and killing
twenty children and
six adults at Sandy
Hook Elementary
School in Newton,
Connecticut. He then
committed suicide.","Newtown, Connecticut"
92,"December 11, 2012",3,"Clackamas Town Center shooting: A 22-year-old opened fire at the town center wearing a hockey mask, and killed two people and injured a third before fumbling with his weapon and being unable to reload. He committed suicide in a stairwell of the location.[103]",1,"Clackamas, Oregon",4,2012-12-11,1,0,2012,12,11,Clackamas, Oregon,"Clackamas County, Oregon, USA","Clackamas County, Oregon, USA","(45.1608821, -122.2305038)",45.1608821,-122.2305038,"Clackamas Town
Center shooting: A
22-year-old opened
fire at the town
center wearing a
hockey mask, and
killed two people
and injured a third
before fumbling with
his weapon and being
unable to reload. He
committed suicide in
a stairwell of the
location.[103]","Clackamas, Oregon"
93,"October 21, 2012",4,"2012 Azana Spa shootings: The perpetrator drove to his ex-wife's work place and waited until she was there to confront her and shot and killed her and two other women, and injured four others before committing suicide.[104]",4,"Brookfield, Wisconsin",8,2012-10-21,1,5,2012,10,21,Brookfield, Wisconsin,"Brookfield, Waukesha County, Wisconsin, USA","Brookfield, Waukesha County, Wisconsin, USA","(43.0605671, -88.1064787)",43.0605671,-88.1064787,"2012 Azana Spa
shootings: The
perpetrator drove to
his ex-wife's work
place and waited
until she was there
to confront her and
shot and killed her
and two other women,
and injured four
others before
committing
suicide.[104]","Brookfield, Wisconsin"
94,"September 27, 2012",7,"Accent Signage Systems shooting: A former employee entered a local sign-making business, and killed five and wounded four; two of the four later died of their wounds, the perpetrator committed suicide.[105]",2,"Minneapolis, Minnesota",9,2012-09-27,1,0,2012,9,27,Minneapolis, Minnesota,"Minneapolis, Hennepin County, Minnesota, USA","Minneapolis, Hennepin County, Minnesota, USA","(44.9706705, -93.268217735811)",44.9706705,-93.268217735811,"Accent Signage
Systems shooting: A
former employee
entered a local
sign-making
business, and killed
five and wounded
four; two of the
four later died of
their wounds, the
perpetrator
committed
suicide.[105]","Minneapolis, Minnesota"
95,"August 24, 2012",2,Empire State Building shooting: A man shot and killed a former co-worker before engaging in a shoot-out with the New York police in which nine bystanders were wounded and the perpetrator was killed.[106],9,"New York City, New York",11,2012-08-24,1,0,2012,8,24,New York City, New York,"NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,"Empire State
Building shooting: A
man shot and killed
a former co-worker
before engaging in a
shoot-out with the
New York police in
which nine
bystanders were
wounded and the
perpetrator was
killed.[106]","New York City, New York"
96,"August 13, 2012",3,"2012 College Station shooting: The perpetrator fatally shot an officer attempting to serve him a notice to appear in court, he then injured a neighbor and engaged in a shootout with responding officers until he was killed by the officers.[107]",4,"College Station, Texas",7,2012-08-13,1,0,2012,8,13,College Station, Texas,"College Station, Brazos County, Texas, USA","College Station, Brazos County, Texas, USA","(30.6253463, -96.3271538)",30.6253463,-96.3271538,"2012 College Station
shooting: The
perpetrator fatally
shot an officer
attempting to serve
him a notice to
appear in court, he
then injured a
neighbor and engaged
in a shootout with
responding officers
until he was killed
by the
officers.[107]","College Station, Texas"
97,"August 5, 2012",7,"Wisconsin Sikh temple shooting: The perpetrator, a member of the Hammerskins and various white power and neo-Nazi bands, fatally shot six people at a Sikh temple before being killed by responding police officers.",4,"Oak Creek, Wisconsin",11,2012-08-05,1,0,2012,8,5,Oak Creek, Wisconsin,"Oak Creek, Milwaukee County, Wisconsin, 53154, USA","Oak Creek, Milwaukee County, Wisconsin, 53154, USA","(42.8858503, -87.8631362)",42.8858503,-87.8631362,"Wisconsin Sikh
temple shooting: The
perpetrator, a
member of the
Hammerskins and
various white power
and neo-Nazi bands,
fatally shot six
people at a Sikh
temple before being
killed by responding
police officers.","Oak Creek, Wisconsin"
98,"July 20, 2012",12,"Aurora, Colorado, movie theater shooting: 31-year old James Eagan Holmes, stormed a late-night premiere of The Dark Knight Rises and shot and killed twelve people and wounded seventy others. He was sentenced to life in prison.",70,"Aurora, Colorado",82,2012-07-20,0,0,2012,7,20,Aurora, Colorado,"Aurora, Arapahoe County, Colorado, USA","Aurora, Arapahoe County, Colorado, USA","(39.729432, -104.8319196)",39.729432,-104.8319196,"Aurora, Colorado,
movie theater
shooting: 31-year
old James Eagan
Holmes, stormed a
late-night premiere
of The Dark Knight
Rises and shot and
killed twelve people
and wounded seventy
others. He was
sentenced to life in
prison.","Aurora, Colorado"
99,"May 30, 2012",6,"Seattle cafe shooting spree: A patron who had been previously thrown out of the cafe, entered and killed four people and wounded one, shortly after he killed a woman during a carjacking and then committed suicide.[108]",1,"Seattle, Washington",7,2012-05-30,1,0,2012,5,30,Seattle, Washington,"Seattle, King County, Washington, United States of America","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624)",47.6038321,-122.3300624,"Seattle cafe
shooting spree: A
patron who had been
previously thrown
out of the cafe,
entered and killed
four people and
wounded one, shortly
after he killed a
woman during a
carjacking and then
committed
suicide.[108]","Seattle, Washington"
100,"April 2, 2012",7,"Oikos University shooting: A former student opened fire in a classroom and fatally shot seven people, leaving three wounded.",3,"Oakland, California",10,2012-04-02,0,0,2012,4,2,Oakland, California,"Oakland, Alameda County, California, USA","Oakland, Alameda County, California, USA","(37.8044557, -122.2713563)",37.8044557,-122.2713563,"Oikos University
shooting: A former
student opened fire
in a classroom and
fatally shot seven
people, leaving
three wounded.","Oakland, California"
101,"February 27, 2012",3,Chardon High School shooting: A seventeen-year-old entered Chardon High School and fired at students sitting in the cafeteria killing three and wounded three others before being arrested.,3,"Chardon, Ohio",6,2012-02-27,0,0,2012,2,27,Chardon, Ohio,"Chardon, Geauga County, Ohio, USA","Chardon, Geauga County, Ohio, USA","(41.582466, -81.20334)",41.582466,-81.20334,"Chardon High School
shooting: A
seventeen-year-old
entered Chardon High
School and fired at
students sitting in
the cafeteria
killing three and
wounded three others
before being
arrested.","Chardon, Ohio"
102,"December 16, 2011",3,"Southern California Edison shooting: An employee opened fire during the workday, and killed two and wounded two others before committing suicide.[109]",2,"Irwindale, California",5,2011-12-16,1,0,2011,12,16,Irwindale, California,"Irwindale, Los Angeles County, California, USA","Irwindale, Los Angeles County, California, USA","(34.1069527, -117.9353413)",34.1069527,-117.9353413,"Southern California
Edison shooting: An
employee opened fire
during the workday,
and killed two and
wounded two others
before committing
suicide.[109]","Irwindale, California"
103,"October 12, 2011",8,Seal Beach shooting: A man entered his ex-wife's workplace and shot and killed eight people and injured one. He then fled the scene and was later arrested.,1,"Seal Beach, California",9,2011-10-12,0,0,2011,10,12,Seal Beach, California,"Seal Beach, Orange County, California, USA","Seal Beach, Orange County, California, USA","(33.7423967, -118.1055926)",33.7423967,-118.1055926,"Seal Beach shooting:
A man entered his
ex-wife's workplace
and shot and killed
eight people and
injured one. He then
fled the scene and
was later arrested.","Seal Beach, California"
104,"September 6, 2011",5,"Carson City IHOP shooting: A man opened fire inside and outside an IHOP, and then targeted nearby local businesses. He killed four people and injured seven before committing suicide.",7,"Carson City, Nevada",12,2011-09-06,1,0,2011,9,6,Carson City, Nevada,"Carson City, Nevada, USA","Carson City, Nevada, USA","(39.1648969, -119.7665825)",39.1648969,-119.7665825,"Carson City IHOP
shooting: A man
opened fire inside
and outside an IHOP,
and then targeted
nearby local
businesses. He
killed four people
and injured seven
before committing
suicide.","Carson City, Nevada"
105,"August 7, 2011",8,"2011 Copley Township shooting: A man killed seven people; including a 16-year-old and an 11-year-old, and injured one between three homes before being killed by responding police.[110]",1,"Copley Township, Summit County, Ohio",9,2011-08-07,1,0,2011,8,7,Copley Township, Ohio,"Copley Township, Summit County, Ohio, 44321, USA","Copley Township, Summit County, Ohio, 44321, USA","(41.0975645, -81.6410258844286)",41.0975645,-81.6410258844286,"2011 Copley Township
shooting: A man
killed seven people;
including a 16-year-
old and an 11-year-
old, and injured one
between three homes
before being killed
by responding
police.[110]","Copley Township, Ohio"
106,"July 7, 2011",8,"Grand Rapids mass murder: A man killed seven people and wounded two in a spree shooting in two homes, then took hostages in a third before committing suicide.",2,"Grand Rapids, Michigan",10,2011-07-07,1,0,2011,7,7,Grand Rapids, Michigan,"Grand Rapids, Kent County, Michigan, USA","Grand Rapids, Kent County, Michigan, USA","(42.9632405, -85.6678639)",42.9632405,-85.6678639,"Grand Rapids mass
murder: A man killed
seven people and
wounded two in a
spree shooting in
two homes, then took
hostages in a third
before committing
suicide.","Grand Rapids, Michigan"
107,"January 8, 2011",6,"Safeway Shooting in Casas Adobes, Arizona (2011): A man killed six people and injured fifteen during an assassination attempt of U.S. Representative Gabrielle Giffords before he was tackled and arrested. Giffords was wounded in the attack but survived.",15,"Tucson, Arizona",21,2011-01-08,0,1,2011,1,8,Tucson, Arizona,"Tucson, Pima County, Arizona, USA","Tucson, Pima County, Arizona, USA","(32.2218917, -110.9262353)",32.2218917,-110.9262353,"Safeway Shooting in
Casas Adobes,
Arizona (2011): A
man killed six
people and injured
fifteen during an
assassination
attempt of U.S.
Representative
Gabrielle Giffords
before he was
tackled and
arrested. Giffords
was wounded in the
attack but survived.","Tucson, Arizona"
108,"August 3, 2010",9,"Hartford Beer Distributors shooting: An employee of Hartford Distributors, a beer distribution company, was fired. In retaliation he shot and killed eight coworkers and injured two others before committing suicide.",2,"Manchester, Connecticut",11,2010-08-03,1,0,2010,8,3,Manchester, Connecticut,"Manchester, Hartford County, Connecticut, 06042, USA","Manchester, Hartford County, Connecticut, 06042, USA","(41.7834017, -72.5231973)",41.7834017,-72.5231973,"Hartford Beer
Distributors
shooting: An
employee of Hartford
Distributors, a beer
distribution
company, was fired.
In retaliation he
shot and killed
eight coworkers and
injured two others
before committing
suicide.","Manchester, Connecticut"
109,"April 14, 2010",3,Delisle triple murder: A building contractor shoots three business associates that he had a legal dispute with.,0,"Las Cruces, New Mexico",3,2010-04-14,0,0,2010,4,14,Las Cruces, New Mexico,"Las Cruces, Doña Ana County, New Mexico, USA","Las Cruces, Doña Ana County, New Mexico, USA","(32.3140354, -106.7798078)",32.3140354,-106.7798078,"Delisle triple
murder: A building
contractor shoots
three business
associates that he
had a legal dispute
with.","Las Cruces, New Mexico"
110,"February 12, 2010",3,"University of Alabama in Huntsville shooting: A biology professor opened fire on other faculty members, killing three and injuring three others, before she was arrested.",3,"Huntsville, Alabama",6,2010-02-12,0,0,2010,2,12,Huntsville, Alabama,"Huntsville, Madison County, Alabama, USA","Huntsville, Madison County, Alabama, USA","(34.6686435, -86.4418197139765)",34.6686435,-86.4418197139765,"University of
Alabama in
Huntsville shooting:
A biology professor
opened fire on other
faculty members,
killing three and
injuring three
others, before she
was arrested.","Huntsville, Alabama"
111,"January 19–20, 2010",8,Appomattox shootings: A man shot and killed four family members and four other individuals before being apprehended by police.[111],0,"Appomattox, Virginia",8,2010-01-19,0,0,2010,1,19,Appomattox, Virginia,"Appomattox, Appomattox County, Virginia, 24522, USA","Appomattox, Appomattox County, Virginia, 24522, USA","(37.3570894, -78.8252911)",37.3570894,-78.8252911,"Appomattox
shootings: A man
shot and killed four
family members and
four other
individuals before
being apprehended by
police.[111]","Appomattox, Virginia"
112,"January 7, 2010",4,ABB plant shooting: An employee opened fire in the parking lot of an ABB Group power plant before entering the factory. He killed three people and injured five before committing suicide.[112],5,"St. Louis, Missouri",9,2010-01-07,1,0,2010,1,7,St. Louis, Missouri,"Saint Louis, City of Saint Louis, Missouri, USA","Saint Louis, City of Saint Louis, Missouri, USA","(38.6268039, -90.1994097)",38.6268039,-90.1994097,"ABB plant shooting:
An employee opened
fire in the parking
lot of an ABB Group
power plant before
entering the
factory. He killed
three people and
injured five before
committing
suicide.[112]","St. Louis, Missouri"
113,"November 5, 2009",14,Fort Hood Military Base shooting: A U.S. army psychiatrist opened fire and killed thirteen individuals and injured 33 others.,33,"Fort Hood, Texas",47,2009-11-05,5,1,2009,11,5,Fort Hood, Texas,"Fort Hood, Middle Crossing, Coryell County, Texas, 76544, USA","Fort Hood, Middle Crossing, Coryell County, Texas, 76544, USA","(31.20143875, -97.7717578135356)",31.20143875,-97.7717578135356,"Fort Hood Military
Base shooting: A
U.S. army
psychiatrist opened
fire and killed
thirteen individuals
and injured 33
others.","Fort Hood, Texas"
114,"August 4, 2009",4,"Collier Township shooting: A man entered a woman's aerobics class and opened fire, killing three people and injuring nine before committing suicide.[113]",9,"Collier Township, Pennsylvania",13,2009-08-04,1,0,2009,8,4,Collier Township, Pennsylvania,"Collier Township, Allegheny County, Pennsylvania, USA","Collier Township, Allegheny County, Pennsylvania, USA","(40.4009261, -80.1305069)",40.4009261,-80.1305069,"Collier Township
shooting: A man
entered a woman's
aerobics class and
opened fire, killing
three people and
injuring nine before
committing
suicide.[113]","Collier Township, Pennsylvania"
115,"April 4, 2009",3,"2009 Shooting of Pittsburgh Police Officers: A man opened fire on police officers responding to a domestic violence 9-1-1 call, killing three and injuring two before he was arrested.[114]",3,"Pittsburgh, Pennsylvania",6,2009-04-04,0,1,2009,4,4,Pittsburgh, Pennsylvania,"PGH, Allegheny County, Pennsylvania, USA","PGH, Allegheny County, Pennsylvania, USA","(40.4416941, -79.9900861)",40.4416941,-79.9900861,"2009 Shooting of
Pittsburgh Police
Officers: A man
opened fire on
police officers
responding to a
domestic violence
9-1-1 call, killing
three and injuring
two before he was
arrested.[114]","Pittsburgh, Pennsylvania"
116,"April 3, 2009",14,"New York immigration center shooting: A man shot and killed thirteen people at a civic center in Binghamtom, New York before committing suicide.",4,"Binghamton, New York",18,2009-04-03,1,0,2009,4,3,Binghamton, New York,"Binghamton, Broome County, New York, USA","Binghamton, Broome County, New York, USA","(42.096968, -75.914341)",42.096968,-75.914341,"New York immigration
center shooting: A
man shot and killed
thirteen people at a
civic center in
Binghamtom, New York
before committing
suicide.","Binghamton, New York"
117,"March 29, 2009",8,"Carthage nursing home shooting: A man attacked the workplace of his estranged wife, killing eight people and wounding two others before being arrested.",3,"Carthage, North Carolina",11,2009-03-29,0,1,2009,3,29,Carthage, North Carolina,"Carthage, Moore County, North Carolina, USA","Carthage, Moore County, North Carolina, USA","(35.345802, -79.4170543)",35.345802,-79.4170543,"Carthage nursing
home shooting: A man
attacked the
workplace of his
estranged wife,
killing eight people
and wounding two
others before being
arrested.","Carthage, North Carolina"
118,"March 10, 2009",11,Geneva County massacre: A man killed ten people and wounded six others in a shooting spree before committing suicide.[115],6,"Geneva, Alabama and Samson, Alabama",17,2009-03-10,1,0,2009,3,10,Geneva, Alabama,"Alabama and Florida Railway, North Johnson Street, Samson, Geneva County, Alabama, 36477, USA","Alabama and Florida Railway, North Johnson Street, Samson, Geneva County, Alabama, 36477, USA","(31.1145674, -86.0460111)",31.1145674,-86.0460111,"Geneva County
massacre: A man
killed ten people
and wounded six
others in a shooting
spree before
committing
suicide.[115]","Geneva, Alabama"
119,"December 24, 2008",10,Covina massacre: A man entered his former in-laws' home armed with four handguns and a homemade flamethrower. He killed nine people and injured three before committing suicide.[116],3,"Covina, California",13,2008-12-24,1,0,2008,12,24,Covina, California,"Covina, Los Angeles County, California, USA","Covina, Los Angeles County, California, USA","(34.1024, -117.854865)",34.1024,-117.854865,"Covina massacre: A
man entered his
former in-laws' home
armed with four
handguns and a
homemade
flamethrower. He
killed nine people
and injured three
before committing
suicide.[116]","Covina, California"
120,"September 2, 2008",6,Skagit County Shooting Spree (2008): A man killed six people and wounded two others in several locations before being arrested by police.,2,"Skagit County, Washington",8,2008-09-02,0,0,2008,9,2,Skagit County, Washington,"Skagit County, Washington, USA","Skagit County, Washington, USA","(48.4596092, -121.7332784)",48.4596092,-121.7332784,"Skagit County
Shooting Spree
(2008): A man killed
six people and
wounded two others
in several locations
before being
arrested by police.","Skagit County, Washington"
121,"February 14, 2008",6,"Northern Illinois University shooting: A former graduate student entered a lecture hall and opened fire, killing five people and wounding twenty-one before committing suicide.",21,"DeKalb, Illinois",27,2008-02-14,1,0,2008,2,14,DeKalb, Illinois,"DeKalb, DeKalb County, Illinois, 60115, USA","DeKalb, DeKalb County, Illinois, 60115, USA","(41.9294736, -88.7503647)",41.9294736,-88.7503647,"Northern Illinois
University shooting:
A former graduate
student entered a
lecture hall and
opened fire, killing
five people and
wounding twenty-one
before committing
suicide.","DeKalb, Illinois"
122,"February 7, 2008",7,"Kirkwood City Council shooting: A man opened fire during a public city council meeting, killing six people and injuring one other before being shot and killed by police.[117]",1,"Kirkwood, Missouri",8,2008-02-07,1,0,2008,2,7,Kirkwood, Missouri,"Kirkwood, Saint Louis County, Missouri, USA","Kirkwood, Saint Louis County, Missouri, USA","(38.5800713, -90.4069177)",38.5800713,-90.4069177,"Kirkwood City
Council shooting: A
man opened fire
during a public city
council meeting,
killing six people
and injuring one
other before being
shot and killed by
police.[117]","Kirkwood, Missouri"
123,"December 9, 2007",5,"Youth with a Mission and New Life Church shooting: A man stormed a dormitory at the Youth With A Mission organization in Arvada, Colorado before driving to Colorado Springs and attacking the New Life Church. He killed four people and wounded five others before committing suicide.",5,"Avada, Colorado and Colorado Springs, Colorado",10,2007-12-09,1,0,2007,12,9,Avada, Colorado,,"Avada, Colorado","(39.82, -105.111111)",39.82,-105.111111,"Youth with a Mission
and New Life Church
shooting: A man
stormed a dormitory
at the Youth With A
Mission organization
in Arvada, Colorado
before driving to
Colorado Springs and
attacking the New
Life Church. He
killed four people
and wounded five
others before
committing suicide.","Avada, Colorado"
124,"December 5, 2007",9,Westroads Mall shooting (2007): A 19-year old killed eight people and wounded four in a Von Maur department store at the Westroads Mall before committing suicide.,6,"Omaha, Nebraska",15,2007-12-05,1,0,2007,12,5,Omaha, Nebraska,"Omaha, Douglas County, Nebraska, USA","Omaha, Douglas County, Nebraska, USA","(41.2587459, -95.9383758)",41.2587459,-95.9383758,"Westroads Mall
shooting (2007): A
19-year old killed
eight people and
wounded four in a
Von Maur department
store at the
Westroads Mall
before committing
suicide.","Omaha, Nebraska"
125,"October 7, 2007",7,"Crandon, Wisconsin, duplex shooting (2007): An off-duty sheriff's deputy entered a homecoming party at a duplex with a semiautomatic rifle and killed six people and wounded one. He killed himself later that day.",1,"Crandon, Wisconsin",8,2007-10-07,1,0,2007,10,7,Crandon, Wisconsin,"Crandon, Forest County, Wisconsin, USA","Crandon, Forest County, Wisconsin, USA","(45.571907, -88.902892)",45.571907,-88.902892,"Crandon, Wisconsin,
duplex shooting
(2007): An off-duty
sheriff's deputy
entered a homecoming
party at a duplex
with a semiautomatic
rifle and killed six
people and wounded
one. He killed
himself later that
day.","Crandon, Wisconsin"
126,"April 16, 2007",33,"Virginia Tech shooting: A 23-year old student killed thirty-three students and teachers, and wounded seventeen others. Other people were injured attempting to escape. When police stormed the building he was in, the shooter killed himself.",17,"Blacksburg, Virginia",50,2007-04-16,1,0,2007,4,16,Blacksburg, Virginia,"Blacksburg, Montgomery County, Virginia, USA","Blacksburg, Montgomery County, Virginia, USA","(37.2296566, -80.4136767)",37.2296566,-80.4136767,"Virginia Tech
shooting: A 23-year
old student killed
thirty-three
students and
teachers, and
wounded seventeen
others. Other people
were injured
attempting to
escape. When police
stormed the building
he was in, the
shooter killed
himself.","Blacksburg, Virginia"
127,"February 12, 2007",6,Trolley Square shooting: A man opened fire in a parking garage and shopping mall and killed five people and injured four others before being killed by police.,4,"Salt Lake City, Utah",10,2007-02-12,1,0,2007,2,12,Salt Lake City, Utah,"Salt Lake City, Salt Lake County, Utah, United States of America","Salt Lake City, Salt Lake County, Utah, United States of America","(40.7670126, -111.8904308)",40.7670126,-111.8904308,"Trolley Square
shooting: A man
opened fire in a
parking garage and
shopping mall and
killed five people
and injured four
others before being
killed by police.","Salt Lake City, Utah"
128,"October 2, 2006",6,"West Nickel Mines School shooting: A man took hostages in an Amish schoolhouse, and killed five schoolgirls and injured five others before committing suicide.",5,"Bart Township, Lancaster County, Pennsylvania",11,2006-10-02,1,0,2006,10,2,Bart Township, Pennsylvania,"Bart Township Fire Company, 11, Furnace Road, Mount Pleasant, Lancaster County, Pennsylvania, 17566, USA","Bart Township Fire Company, 11, Furnace Road, Mount Pleasant, Lancaster County, Pennsylvania, 17566, USA","(39.9367264, -76.0845)",39.9367264,-76.0845,"West Nickel Mines
School shooting: A
man took hostages in
an Amish
schoolhouse, and
killed five
schoolgirls and
injured five others
before committing
suicide.","Bart Township, Pennsylvania"
129,"July 28, 2006",1,"Seattle Jewish Federation shooting: The perpetrator forced his way into the building, repeatedly shouting that he was angry at Israel and wanted to make a statement, he killed one and injured six.[118]",6,"Seattle, Washington",7,2006-07-28,0,8,2006,7,28,Seattle, Washington,"Seattle, King County, Washington, United States of America","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624)",47.6038321,-122.3300624,"Seattle Jewish
Federation shooting:
The perpetrator
forced his way into
the building,
repeatedly shouting
that he was angry at
Israel and wanted to
make a statement, he
killed one and
injured six.[118]","Seattle, Washington"
130,"March 25, 2006",7,"Capitol Hill massacre: A guest returned to a house party armed with a shotgun and a semiautomatic handgun. He shot indiscriminately, killing six people and injuring two, before committing suicide.",2,"Seattle, Washington",9,2006-03-25,1,0,2006,3,25,Seattle, Washington,"Seattle, King County, Washington, United States of America","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624)",47.6038321,-122.3300624,"Capitol Hill
massacre: A guest
returned to a house
party armed with a
shotgun and a
semiautomatic
handgun. He shot
indiscriminately,
killing six people
and injuring two,
before committing
suicide.","Seattle, Washington"
131,"January 30, 2006",8,"Goleta postal facility shootings: A woman killed her neighbor before driving to the mail processing plant, where she shot and killed six people before committing suicide.",0,"Goleta, California",8,2006-01-30,1,0,2006,1,30,Goleta, California,"Goleta, Santa Barbara County, California, USA","Goleta, Santa Barbara County, California, USA","(34.4358295, -119.8276389)",34.4358295,-119.8276389,"Goleta postal
facility shootings:
A woman killed her
neighbor before
driving to the mail
processing plant,
where she shot and
killed six people
before committing
suicide.","Goleta, California"
132,"November 20, 2005",0,Tacoma Mall shooting: A man attempted suicide by cop by opening fire in a shopping mall with an illegal MAK 90 semi-automatic rifle and a pistol. He injured six people and took four hostages before surrendering to a SWAT team.,6,"Tacoma, Washington",6,2005-11-20,0,0,2005,11,20,Tacoma, Washington,"Tacoma, Pierce County, Washington, USA","Tacoma, Pierce County, Washington, USA","(47.2495798, -122.4398746)",47.2495798,-122.4398746,"Tacoma Mall
shooting: A man
attempted suicide by
cop by opening fire
in a shopping mall
with an illegal MAK
90 semi-automatic
rifle and a pistol.
He injured six
people and took four
hostages before
surrendering to a
SWAT team.","Tacoma, Washington"
133,"March 21, 2005",10,Red Lake Indian Reservation shooting: A 16-year old student killed nine people and wounded five others before committing suicide.,5,"Red Lake, Minnesota",15,2005-03-21,1,0,2005,3,21,Red Lake, Minnesota,"Red Lake County, Minnesota, USA","Red Lake County, Minnesota, USA","(47.8605178, -96.0988343)",47.8605178,-96.0988343,"Red Lake Indian
Reservation
shooting: A 16-year
old student killed
nine people and
wounded five others
before committing
suicide.","Red Lake, Minnesota"
134,"March 12, 2005",8,"Living Church of God shooting: A man shot and killed seven members of his church and wounded four others, before committing suicide in a Sheraton hotel.[119]",4,"Brookfield, Wisconsin",12,2005-03-12,1,0,2005,3,12,Brookfield, Wisconsin,"Brookfield, Waukesha County, Wisconsin, USA","Brookfield, Waukesha County, Wisconsin, USA","(43.0605671, -88.1064787)",43.0605671,-88.1064787,"Living Church of God
shooting: A man shot
and killed seven
members of his
church and wounded
four others, before
committing suicide
in a Sheraton
hotel.[119]","Brookfield, Wisconsin"
135,"December 8, 2004",5,"Columbus nightclub shooting: A deranged fan killed four, including musician Dimebag Darrell, and wounded three others before being killed by police.",3,"Columbus, Ohio",8,2004-12-08,0,0,2004,12,8,Columbus, Ohio,"Columbus, Franklin County, Ohio, USA","Columbus, Franklin County, Ohio, USA","(39.9622601, -83.0007065)",39.9622601,-83.0007065,"Columbus nightclub
shooting: A deranged
fan killed four,
including musician
Dimebag Darrell, and
wounded three others
before being killed
by police.","Columbus, Ohio"
136,"November 21, 2004",6,Hunting Trip (2004): A man shot eight people while on a hunting trip in northern Wisconsin; six were killed and two were wounded.,2,"Meteor, Wisconsin",8,2004-11-21,0,0,2004,11,21,Meteor, Wisconsin,"Meteor, Town of Meteor, Sawyer County, Wisconsin, USA","Meteor, Town of Meteor, Sawyer County, Wisconsin, USA","(45.6894031, -91.3648835)",45.6894031,-91.3648835,"Hunting Trip (2004):
A man shot eight
people while on a
hunting trip in
northern Wisconsin;
six were killed and
two were wounded.","Meteor, Wisconsin"
137,"March 12, 2004",9,Wesson family murders: A man convicted of the molestation and murders of his children and nieces shot and killed nine members of his family during a standoff over a child custody dispute.[120],0,"Fresno, California",9,2004-03-12,0,0,2004,3,12,Fresno, California,"Fresno, Fresno County, California, USA","Fresno, Fresno County, California, USA","(36.7295295, -119.708861260756)",36.7295295,-119.708861260756,"Wesson family
murders: A man
convicted of the
molestation and
murders of his
children and nieces
shot and killed nine
members of his
family during a
standoff over a
child custody
dispute.[120]","Fresno, California"
138,"July 8, 2003",7,"Lockheed Martin shooting: A man opened fire at his workplace, killing six and wounding eight before committing suicide.[121]",8,"Meridian, Mississippi",15,2003-07-08,1,0,2003,7,8,Meridian, Mississippi,"Meridian, Lauderdale County, Mississippi, USA","Meridian, Lauderdale County, Mississippi, USA","(32.3643098, -88.703656)",32.3643098,-88.703656,"Lockheed Martin
shooting: A man
opened fire at his
workplace, killing
six and wounding
eight before
committing
suicide.[121]","Meridian, Mississippi"
